User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Year_round_warm,Latitude,Site,Tissue_Type,Notes,Comments
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Warmed_Var,,0.11,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Ambient_Mean,,8.95,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Ambient_Var,,0.47,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Warmed_Mean,,6.85,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Warmed_Var,,0.14,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Ambient_Mean,,8.95,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl2,Nitrogen_below,mean_SE,,mg/g,Ambient_Var,,0.47,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,Root,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Warmed_Mean,,50.69,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Warmed_Var,,4.32,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Ambient_Mean,,36.46,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Ambient_Var,,3.19,Graminoid,Kobresia,pygmaea,2.1,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Warmed_Mean,,51.45,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Warmed_Var,,3.65,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Ambient_Mean,,36.46,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,,,
KD,2,Yang_2011_PlantSoil,2008,Pub2_Tbl3,Leaf_length,mean_SE,,mm,Ambient_Var,,3.19,Graminoid,Kobresia,pygmaea,4.4,Annual_average,1.16,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,80.476,,,,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,5.238,,,,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,81.905,,,,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,4.524,,,,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,90,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,4.773,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,76.591,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,1.818,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,83.571,,,,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,2.858,,,,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,81.905,,,,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,4.524,,,,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,92.045,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,1.137,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,76.591,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,1.818,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,51,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,5,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,53.667,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,5.667,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,78.333,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,7.667,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,53.667,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,5.667,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,33.333,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,5,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,28.667,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,7.667,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,16.333,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,0.667,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,28.667,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,7.667,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,59.649,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,5.965,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,60.702,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,8.07,Graminoid,Kobresia,tibetica,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,58.596,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,10.175,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,60.702,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,8.07,Graminoid,Kobresia,tibetica,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,22.807,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,3.158,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,20.702,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,5.263,Graminoid,Carex,moorcroftii,2.9,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Mean,,23.158,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Warmed_Var,,3.509,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Mean,,20.702,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
KD,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig3,Perc_cover,mean_SE,,percent,Ambient_Var,,5.263,Graminoid,Carex,moorcroftii,4.6,GrowingSeason_average,0.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Warmed_Mean,,0.421,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Warmed_Var,,0.088,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Ambient_Mean,,0.228,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Ambient_Var,,0.035,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Mean,,5.947,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Var,,0.614,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Mean,,6,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Var,,0.526,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Mean,,4.632,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Var,,0.807,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Mean,,3.305,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Var,,0.491,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Warmed_Mean,,0.333,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Warmed_Var,,0.07,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Ambient_Mean,,0.228,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_above,mean_SE,,kg/m^2,Ambient_Var,,0.035,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Total,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Mean,,5.088,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Var,,0.684,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Mean,,6,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Var,,0.526,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,Old_Roots,0-5 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Mean,,4.456,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Warmed_Var,,0.737,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Mean,,3.305,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig5,Biomass_below,mean_SE,,kg/m^2,Ambient_Var,,0.491,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,New_Roots,5-20 cm belowground,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Warmed_Mean,,10,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Warmed_Var,,1.357,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Ambient_Mean,,6,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Ambient_Var,,1.429,,,,2.9,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Warmed_Mean,,25.214,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Warmed_Var,,1.929,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Ambient_Mean,,6,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,3,Yang_2015_PlantEcolDivers,2006,Pub3_Fig6,Height,mean_SE,,cm,Ambient_Var,,1.429,,,,4.6,GrowingSeason_average,4.083,Yes,34.72861,,,,
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Mean,,34.155,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Var,,2.993,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Mean,,29.93,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Var,,4.225,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Mean,,41.725,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Var,,3.345,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Mean,,35.211,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Var,,4.578,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Mean,,81.514,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Var,,5.282,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
